name,final_adoption
0_6_1_2_3,0.03565690456248442
0_6_1_3_0,0.004905618948811373
0_6_1_3_1,0.01287274789375857
0_6_1_3_2,0.021904732805097103
0_6_1_3_3,0.031163113811259156
0_6_2_0_0,0.0
0_6_2_0_1,0.056246305695562784
0_6_2_0_2,0.027358191355540587
0_6_2_0_3,0.04224982478005307
0_6_2_1_0,0.020763896127710766
0_6_2_1_1,0.021544842850908807
0_6_2_1_2,0.03574245546315193
0_6_2_1_3,0.024337557505952907
0_6_2_2_0,0.03503918244710509
0_6_2_2_1,0.015447228119898609
0_6_2_2_2,0.03528730262683706
0_6_2_2_3,0.033602395347471066
0_6_2_3_0,0.00466380774049972
0_6_2_3_1,0.012964698722181332
0_6_2_3_2,0.022609629019470563
0_6_2_3_3,0.02770836543464092
0_6_3_0_0,0.0
0_6_3_0_1,0.056246305695562784
0_6_3_0_2,0.027358191355540587
0_6_3_0_3,0.04224982478005307
0_6_3_1_0,0.021510052153910168
0_6_3_1_1,0.02118780876846976
0_6_3_1_2,0.02955274500622434
0_6_3_1_3,0.02181946017837047
0_6_3_2_0,0.027278933191572756
0_6_3_2_1,0.012522093426556389
0_6_3_2_2,0.03144707723673057
0_6_3_2_3,0.03032128105886772
0_6_3_3_0,0.007273946154787109
0_6_3_3_1,0.011764381395566641
0_6_3_3_2,0.018405370361356057
0_6_3_3_3,0.023948192524079537
0_6_4_0_0,0.0
0_6_4_0_1,0.056246305695562784
0_6_4_0_2,0.027358191355540587
0_6_4_0_3,0.04224982478005307
0_6_4_1_0,0.011540825996209408
0_6_4_1_1,0.02174691271974177
0_6_4_1_2,0.0284998384730796
0_6_4_1_3,0.018512177920293967
0_6_4_2_0,0.020935906136929562
0_6_4_2_1,0.012987564523145362
0_6_4_2_2,0.030866186806147285
0_6_4_2_3,0.024083302872572727
0_6_4_3_0,0.0046990849790249254
0_6_4_3_1,0.01049303790574459
0_6_4_3_2,0.01526327525479769
0_6_4_3_3,0.0199034447853952
0_6_5_0_0,0.0
0_6_5_0_1,0.04679462753544319
0_6_5_0_2,0.023879199069641883
0_6_5_0_3,0.03370054448774859
0_6_5_1_0,0.018856904112260917
0_6_5_1_1,0.02380372624471901
0_6_5_1_2,0.02238538836676418
0_6_5_1_3,0.021418040758551832
0_6_5_2_0,0.01872798025799649
0_6_5_2_1,0.004776709885171849
0_6_5_2_2,0.02898088327111275
0_6_5_2_3,0.017898711249618386
0_6_5_3_0,0.008458797491438835
0_6_5_3_1,0.009927571438474638
0_6_5_3_2,0.014810198550334403
0_6_5_3_3,0.015515151306307828
0_6_6_0_0,0.0
0_6_6_0_1,0.04679462753544319
0_6_6_0_2,0.020242527151924213
0_6_6_0_3,0.023524214068754812
0_6_6_1_0,0.021926541420189495
0_6_6_1_1,0.03581773196702368
0_6_6_1_2,0.024659322496945243
0_6_6_1_3,0.020072970358412316
0_6_6_2_0,0.02619326686436566
0_6_6_2_1,0.023485064485267403
0_6_6_2_2,0.018907770071984374
0_6_6_2_3,0.014603177064710116
0_6_6_3_0,0.009099394729761654
0_6_6_3_1,0.01101255540337466
0_6_6_3_2,0.017226484865840705
0_6_6_3_3,0.009734389865690429
0_6_7_0_0,0.0
0_6_7_0_1,0.042650838140304154
0_6_7_0_2,0.03711453089290511
0_6_7_0_3,0.006295398029160363
0_6_7_1_0,0.06224769749931508
0_6_7_1_1,0.017078381455583783
0_6_7_1_2,0.031258052561587604
0_6_7_1_3,0.03776503536400415
0_6_7_2_0,0.04029835859387117
0_6_7_2_1,0.028067218356733467
0_6_7_2_2,0.03400633339216925
0_6_7_2_3,0.020599627655675204
0_6_7_3_0,0.012730446287004617
0_6_7_3_1,0.015750658823256117
0_6_7_3_2,0.024060240114118864
0_6_7_3_3,0.019308011891195444
0_6_8_0_0,0.0
0_6_8_0_1,0.12291878011101244
0_6_8_0_2,0.06666666666666661
0_6_8_0_3,0.09557748528163909
0_6_8_1_0,0.2793842673741307
0_6_8_1_1,0.28422507836532857
0_6_8_1_2,0.2285198402016647
0_6_8_1_3,0.23291260692564472
0_6_8_2_0,0.17513363858573017
0_6_8_2_1,0.20558664725035194
0_6_8_2_2,0.20409359275605404
0_6_8_2_3,0.20371599328035622
0_6_8_3_0,0.26356182182434235
0_6_8_3_1,0.2783500771056149
0_6_8_3_2,0.22605212085584847
0_6_8_3_3,0.19464707269786474
0_6_9_0_0,0.0
0_6_9_0_1,0.12291878011101244
0_6_9_0_2,0.06666666666666661
0_6_9_0_3,0.09775595606083945
0_6_9_1_0,0.30325170010475105
0_6_9_1_1,0.491442001057935
0_6_9_1_2,0.33460342256202835
0_6_9_1_3,0.5581449215665951
0_6_9_2_0,0.24183668710795764
0_6_9_2_1,0.2813831952363939
0_6_9_2_2,0.37670951674525194
0_6_9_2_3,0.3557246177524093
0_6_9_3_0,0.3107791847308995
0_6_9_3_1,0.3606479129515065
0_6_9_3_2,0.3173741782691931
0_6_9_3_3,0.37445197575757394
0_7_0_0_0,0.0
0_7_0_0_1,0.0016562070281533415
0_7_0_0_2,0.02138424659582728
0_7_0_0_3,0.04852688076042453
0_7_0_1_0,0.02182688346693322
0_7_0_1_1,0.02608593828172237
0_7_0_1_2,0.03248339275799665
0_7_0_1_3,0.02009708611176524
0_7_0_2_0,0.02077093442413008
0_7_0_2_1,0.005693354182723512
0_7_0_2_2,0.009748974807291796
0_7_0_2_3,0.01595591315409339
0_7_0_3_0,0.0006603220876259519
0_7_0_3_1,0.003583066495286532
0_7_0_3_2,0.015423548114867826
0_7_0_3_3,0.010123918515164514
0_7_10_0_0,0.0
0_7_10_0_1,0.7021201574853693
0_7_10_0_2,0.46780039383166705
0_7_10_0_3,0.2059219396483071
0_7_10_1_0,0.47105669761935975
0_7_10_1_1,0.5476198589490953
0_7_10_1_2,0.42721870238237153
0_7_10_1_3,0.6306403843637224
0_7_10_2_0,0.38266064967045393
0_7_10_2_1,0.4701679472078168
0_7_10_2_2,0.6108355520731531
0_7_10_2_3,0.5507149545206887
0_7_10_3_0,0.48514260670981707
0_7_10_3_1,0.5397448197903302
0_7_10_3_2,0.4904204211873054
0_7_10_3_3,0.5675558798348129
0_7_1_0_0,0.0
0_7_1_0_1,0.0016562070281533415
0_7_1_0_2,0.019819531524277144
0_7_1_0_3,0.04702378845717416
0_7_1_1_0,0.022867915631458798
0_7_1_1_1,0.017863108804886577
0_7_1_1_2,0.031289916044943716
0_7_1_1_3,0.013822353883288504
0_7_1_2_0,0.018854585705160267
0_7_1_2_1,0.005118552890290875
0_7_1_2_2,0.009931018559683452
0_7_1_2_3,0.01405574288930431
0_7_1_3_0,0.0009358678731571238
0_7_1_3_1,0.0034682387776300704
0_7_1_3_2,0.013261931431798378
0_7_1_3_3,0.009595947351129282
0_7_2_0_0,0.0
0_7_2_0_1,0.0016562070281533415
0_7_2_0_2,0.019819531524277144
0_7_2_0_3,0.04702378845717416
0_7_2_1_0,0.024211736832849377
0_7_2_1_1,0.018880865080750826
0_7_2_1_2,0.024932020861672503
0_7_2_1_3,0.012149208854530724
0_7_2_2_0,0.016978695429248056
0_7_2_2_1,0.004998709860131703
0_7_2_2_2,0.010221090973686956
0_7_2_2_3,0.011784736215299203
0_7_2_3_0,0.0011371277453675753
0_7_2_3_1,0.0038981561143692335
0_7_2_3_2,0.013120146189206941
0_7_2_3_3,0.009580636111788018
0_7_3_0_0,0.0
0_7_3_0_1,0.0013112117212277018
0_7_3_0_2,0.019819531524277144
0_7_3_0_3,0.04702378845717416
0_7_3_1_0,0.025561830871996184
0_7_3_1_1,0.022159809350277074
0_7_3_1_2,0.018811287240066536
0_7_3_1_3,0.011144109946411023
0_7_3_2_0,0.014096838191168533
0_7_3_2_1,0.005273619635006503
0_7_3_2_2,0.00776713978480095
0_7_3_2_3,0.011229146444793328
0_7_3_3_0,0.0011307840328694592
0_7_3_3_1,0.0033870161895475205
0_7_3_3_2,0.013529353798791522
0_7_3_3_3,0.00794435629099641
0_7_4_0_0,0.0
0_7_4_0_1,0.0013112117212277018
0_7_4_0_2,0.020270450148218787
0_7_4_0_3,0.04702378845717416
0_7_4_1_0,0.02111528400862888
0_7_4_1_1,0.013947125112456178
0_7_4_1_2,0.013484004181513172
0_7_4_1_3,0.007889350903152579
0_7_4_2_0,0.013564563603055644
0_7_4_2_1,0.007650803418187359
0_7_4_2_2,0.009110256414351642
0_7_4_2_3,0.008852617058281694
0_7_4_3_0,0.0010044691125279121
0_7_4_3_1,0.0031266645428360404
0_7_4_3_2,0.010304934655096193
0_7_4_3_3,0.004164707746687018
0_7_5_0_0,0.0
0_7_5_0_1,6.128332120970908e-09
0_7_5_0_2,0.029000928623146023
0_7_5_0_3,0.04702378845717416
0_7_5_1_0,0.016624437501674357
0_7_5_1_1,0.011039523280066268
0_7_5_1_2,0.011924700528717589
0_7_5_1_3,0.006822787309195708
0_7_5_2_0,0.008381790469558186
0_7_5_2_1,0.004857938009367808
0_7_5_2_2,0.008177574790738763
0_7_5_2_3,0.003928925356926362
0_7_5_3_0,0.0017543748959439563
0_7_5_3_1,0.00550915140476994
0_7_5_3_2,0.0073291808981627285
0_7_5_3_3,0.003468828660092346
0_7_6_0_0,0.0
0_7_6_0_1,0.00932683969987818
0_7_6_0_2,0.02705580171840259
0_7_6_0_3,0.04485518534253587
0_7_6_1_0,0.021204940304783086
0_7_6_1_1,0.01979302532079595
0_7_6_1_2,0.007831892805428857
0_7_6_1_3,0.003634728379700113
0_7_6_2_0,0.017064171608854997
0_7_6_2_1,0.0020716622516264334
0_7_6_2_2,0.011452391584496197
0_7_6_2_3,0.009880483793919701
0_7_6_3_0,0.003266777727057449
0_7_6_3_1,0.00613005181155796
0_7_6_3_2,0.004790547507272
0_7_6_3_3,0.006604632465053231
0_7_7_0_0,0.0
0_7_7_0_1,0.026670587184415926
0_7_7_0_2,0.0906671822365173
0_7_7_0_3,0.028563075087519634
0_7_7_1_0,0.05443255819550225
0_7_7_1_1,0.015039647703606843
0_7_7_1_2,0.022602536144830335
0_7_7_1_3,0.005085569501449325
0_7_7_2_0,0.027554614761368765
0_7_7_2_1,0.007968283721087552
0_7_7_2_2,0.028153736031650032
0_7_7_2_3,0.035341733719984704
0_7_7_3_0,0.012481393332064187
0_7_7_3_1,0.02213217017580116
0_7_7_3_2,0.014646163759939138
0_7_7_3_3,0.01777022463587378
0_7_8_0_0,0.0
0_7_8_0_1,0.6999423871737496
0_7_8_0_2,0.4570000635083481
0_7_8_0_3,0.10081651323892421
0_7_8_1_0,0.45035494167584045
0_7_8_1_1,0.41277314887097283
0_7_8_1_2,0.39318035619210134
0_7_8_1_3,0.36943916293485524
0_7_8_2_0,0.24437656967496124
0_7_8_2_1,0.3215290557938973
0_7_8_2_2,0.3934341053735816
0_7_8_2_3,0.32164275923303615
0_7_8_3_0,0.3173622070263461
0_7_8_3_1,0.38510787144400493
0_7_8_3_2,0.2583755492831845
0_7_8_3_3,0.3201960291309718
0_7_9_0_0,0.0
0_7_9_0_1,0.7053086047800784
0_7_9_0_2,0.46959372159904783
0_7_9_0_3,0.20610858189069983
0_7_9_1_0,0.4727945589710921
0_7_9_1_1,0.5322415907683792
0_7_9_1_2,0.4306051924806274
0_7_9_1_3,0.6190385972988202
0_7_9_2_0,0.38120139023533833
0_7_9_2_1,0.38064965332291084
0_7_9_2_2,0.526184827455961
0_7_9_2_3,0.5203695956953424
0_7_9_3_0,0.43958225078354135
0_7_9_3_1,0.5102135821316414
0_7_9_3_2,0.38864759556773154
0_7_9_3_3,0.45644728944568613
0_8_0_0_0,0.0002600584711373246
0_8_0_0_1,0.02315748251303332
0_8_0_0_2,0.009879789535695134
0_8_0_0_3,0.019305362332249075
0_8_0_1_0,0.00837721022109048
0_8_0_1_1,0.005870993932017341
0_8_0_1_2,0.007963624020525998
0_8_0_1_3,0.00759615504665944
0_8_0_2_0,0.014962979978075639
0_8_0_2_1,0.0009507077256303288
0_8_0_2_2,0.004259512876755775
0_8_0_2_3,0.0015555277532092952
0_8_0_3_0,0.000233091667730091
0_8_0_3_1,0.005712704828455222
0_8_0_3_2,0.0030338997677183495
0_8_0_3_3,0.0032168131987777506
0_8_10_0_0,0.8016466660048417
0_8_10_0_1,0.705984043739586
0_8_10_0_2,0.8616493918246186
0_8_10_0_3,0.9523959744148566
0_8_10_1_0,0.7292578511765773
0_8_10_1_1,0.6693501891487256
0_8_10_1_2,0.7701704756757194
0_8_10_1_3,0.700055808824582
0_8_10_2_0,0.5390215179917222
0_8_10_2_1,0.7161515359284074
0_8_10_2_2,0.6825895526625383
0_8_10_2_3,0.6360338645238142
0_8_10_3_0,0.6314449192930226
0_8_10_3_1,0.6185069282913493
0_8_10_3_2,0.6579123119567977
0_8_10_3_3,0.7186788575742153
0_8_1_0_0,0.0002600584711373246
0_8_1_0_1,0.026058731129994066
0_8_1_0_2,0.008711961831856041
0_8_1_0_3,0.0074098934424470875
0_8_1_1_0,0.008129414868569046
0_8_1_1_1,0.004758283292380161
0_8_1_1_2,0.008582712744688803
0_8_1_1_3,0.005723855712424392
0_8_1_2_0,0.01522449595667236
0_8_1_2_1,0.001314830679146759
0_8_1_2_2,0.0038323121057762
0_8_1_2_3,0.0020752234293310084
0_8_1_3_0,0.0003569667034530708
0_8_1_3_1,0.005172865118660246
0_8_1_3_2,0.003413380330775241
0_8_1_3_3,0.002364475689863359
0_8_2_0_0,0.0002600584711373246
0_8_2_0_1,0.026058731129994066
0_8_2_0_2,0.008711961831856041
0_8_2_0_3,0.0074098934424470875
0_8_2_1_0,0.009836087940762538
0_8_2_1_1,0.0034494293441684294
0_8_2_1_2,0.006159313138838172
0_8_2_1_3,0.00485154958245282
0_8_2_2_0,0.02306728651955056
0_8_2_2_1,0.001777971630955473
0_8_2_2_2,0.003741751501094864
0_8_2_2_3,0.0024777683918925865
0_8_2_3_0,0.0003979583515421355
0_8_2_3_1,0.003638216911176046
0_8_2_3_2,0.003469905359930717
0_8_2_3_3,0.0024447224426908374
0_8_3_0_0,0.0002600584711373246
0_8_3_0_1,0.02512248912421432
0_8_3_0_2,0.015909800469513014
0_8_3_0_3,0.013440500840498372
0_8_3_1_0,0.014424538478956188
0_8_3_1_1,0.003072464155630212
0_8_3_1_2,0.004939366901500838
0_8_3_1_3,0.0038659132222060542
0_8_3_2_0,0.012698513216135717
0_8_3_2_1,0.002123744051789947
0_8_3_2_2,0.0046642330345262354
0_8_3_2_3,0.0025986060864181828
0_8_3_3_0,0.00017787146015766443
0_8_3_3_1,0.004261979558284895
0_8_3_3_2,0.002458422505148177
0_8_3_3_3,0.002274208271355807
0_8_4_0_0,0.0002600584711373246
0_8_4_0_1,0.025589814382987516
0_8_4_0_2,0.01991485124482241
0_8_4_0_3,0.01829095997134638
0_8_4_1_0,7.725396454396534e-05
0_8_4_1_1,0.0017169622380689953
0_8_4_1_2,0.006510722267026322
0_8_4_1_3,0.0034159800775934498
0_8_4_2_0,0.006353102940291826
0_8_4_2_1,0.0020011845081562537
0_8_4_2_2,0.0028056739119812603
0_8_4_2_3,0.0036169236701917486
0_8_4_3_0,8.813400686199298e-05
0_8_4_3_1,0.004278224231968057
0_8_4_3_2,0.002850210699938077
0_8_4_3_3,0.003038369940520472
0_8_5_0_0,4.846658945222325e-09
0_8_5_0_1,0.022954467853117177
0_8_5_0_2,0.004516649405370884
0_8_5_0_3,0.030020598496530573
0_8_5_1_0,0.0016400255205263935
0_8_5_1_1,0.006830854545716874
0_8_5_1_2,0.0033700332752557628
0_8_5_1_3,0.006589610183402377
0_8_5_2_0,0.01079244385803318
0_8_5_2_1,0.001995378722568026
0_8_5_2_2,0.002435375822556495
0_8_5_2_3,0.003648662270971991
0_8_5_3_0,5.325055505497381e-05
0_8_5_3_1,0.003386179748282833
0_8_5_3_2,0.0049723570796984876
0_8_5_3_3,0.0025921754970395046
0_8_6_0_0,4.596379169088307e-09
0_8_6_0_1,0.02595952452902273
0_8_6_0_2,0.00658304571526358
0_8_6_0_3,0.002830701904644222
0_8_6_1_0,0.0019472489667329983
0_8_6_1_1,0.0008155568879948177
0_8_6_1_2,0.006109078266043461
0_8_6_1_3,0.0038590540596395223
0_8_6_2_0,0.017459255431784268
0_8_6_2_1,0.0018825952775281694
0_8_6_2_2,0.003916322119476578
0_8_6_2_3,0.004494043134623796
0_8_6_3_0,0.0013523358983990926
0_8_6_3_1,0.002467288540116716
0_8_6_3_2,0.005345468763193301
0_8_6_3_3,0.0026976428387632326
0_8_7_0_0,3.772041195963614e-09
0_8_7_0_1,0.02511208496002687
0_8_7_0_2,0.09527793466611263
0_8_7_0_3,0.04443002226372298
0_8_7_1_0,0.052120612236890324
0_8_7_1_1,0.03351406267039466
0_8_7_1_2,0.011260524184697675
0_8_7_1_3,0.015487373512157116
0_8_7_2_0,0.039256340446245444
0_8_7_2_1,0.05604387931730048
0_8_7_2_2,0.005737806322514658
0_8_7_2_3,0.012894162632314821
0_8_7_3_0,0.031050745782857363
0_8_7_3_1,0.022482034991814333
0_8_7_3_2,0.007599424106577291
0_8_7_3_3,0.03193795878936894
0_8_8_0_0,0.7883288359756605
0_8_8_0_1,0.7109205108911737
0_8_8_0_2,0.7605161730542646
0_8_8_0_3,0.8167801814475466
0_8_8_1_0,0.5978329052843175
0_8_8_1_1,0.5698445795027216
0_8_8_1_2,0.530674576168894
0_8_8_1_3,0.4634286353230061
0_8_8_2_0,0.4344853274290481
0_8_8_2_1,0.45124556598843385
0_8_8_2_2,0.4967862199792764
0_8_8_2_3,0.39960376570560796
0_8_8_3_0,0.46488111426503625
0_8_8_3_1,0.46696154315439087
0_8_8_3_2,0.36739857715469226
0_8_8_3_3,0.4389381738777802
0_8_9_0_0,0.8005419025314612
0_8_9_0_1,0.7092297830440512
0_8_9_0_2,0.8595277734617374
0_8_9_0_3,0.9500686626543261
0_8_9_1_0,0.7384517154551795
0_8_9_1_1,0.5883923282143592
0_8_9_1_2,0.769253317258252
0_8_9_1_3,0.6580989345023515
0_8_9_2_0,0.4376298334269538
0_8_9_2_1,0.6006918409118613
0_8_9_2_2,0.6076759109780784
0_8_9_2_3,0.6319214569640089
0_8_9_3_0,0.5972314666703837
0_8_9_3_1,0.5743912470624793
0_8_9_3_2,0.6449416360852696
0_8_9_3_3,0.6702274901558568
0_9_0_0_0,1.1278947737265785e-06
0_9_0_0_1,2.0500929074798824e-85
0_9_0_0_2,0.008817043865476026
0_9_0_0_3,0.017032690082527613
0_9_0_1_0,1.7962007069172695e-19
0_9_0_1_1,3.8506787626221934e-11
0_9_0_1_2,5.709175472202787e-05
0_9_0_1_3,6.413382069922972e-05
0_9_0_2_0,0.002958850445287369
0_9_0_2_1,2.959256869156099e-05
0_9_0_2_2,0.00041572416382468577
0_9_0_2_3,0.001212444460564794
0_9_0_3_0,9.169682138816966e-05
0_9_0_3_1,6.986345597871845e-06
0_9_0_3_2,0.0010152457758243823
0_9_0_3_3,0.002399610004946685
0_9_10_0_0,0.8434108376328768
0_9_10_0_1,0.6999999995129986
0_9_10_0_2,0.8674345920462574
0_9_10_0_3,0.9655846312432846
0_9_10_1_0,0.7777584632107795
0_9_10_1_1,0.8296622094485412
0_9_10_1_2,0.8370195640634497
0_9_10_1_3,0.7432315526681504
0_9_10_2_0,0.6818605254628124
0_9_10_2_1,0.80617710820521
0_9_10_2_2,0.8154219875912756
0_9_10_2_3,0.7373996041946353
0_9_10_3_0,0.7127314078132626
0_9_10_3_1,0.6311688915483369
0_9_10_3_2,0.754184334138618
0_9_10_3_3,0.8256696997665518
0_9_1_0_0,1.1278947737265785e-06
0_9_1_0_1,1.5770802517200423e-85
0_9_1_0_2,0.005876218758015529
0_9_1_0_3,0.014191017360760068
0_9_1_1_0,1.0819609002372707e-07
0_9_1_1_1,4.641532703129345e-11
0_9_1_1_2,8.062152272647655e-05
0_9_1_1_3,0.00017578743848021796
0_9_1_2_0,0.0015434363258988813
0_9_1_2_1,3.647200663844442e-05
0_9_1_2_2,0.0004083561374343288
0_9_1_2_3,0.0015052533418955945
0_9_1_3_0,8.078311177776051e-05
0_9_1_3_1,8.006419708560882e-06
0_9_1_3_2,0.001296848050391563
0_9_1_3_3,0.0027306196864560093
0_9_2_0_0,1.1278947737265785e-06
0_9_2_0_1,1.5770802517200423e-85
0_9_2_0_2,0.006648529062503572
0_9_2_0_3,0.01630498632153371
0_9_2_1_0,1.4191807766145358e-19
0_9_2_1_1,2.044579961860208e-09
0_9_2_1_2,9.585486668964129e-05
0_9_2_1_3,0.00021721966862610795
0_9_2_2_0,0.00106239130124085
0_9_2_2_1,7.10570040453926e-05
0_9_2_2_2,0.0005012921951366921
0_9_2_2_3,0.00196483418882369
0_9_2_3_0,0.00011481199960252025
0_9_2_3_1,2.1119858049026835e-05
0_9_2_3_2,0.0018441826692882867
0_9_2_3_3,0.003072657013480919
0_9_3_0_0,1.1278947737265785e-06
0_9_3_0_1,1.7290698859488734e-86
0_9_3_0_2,0.005610087520500514
0_9_3_0_3,0.007747025191657229
0_9_3_1_0,4.836848696096016e-05
0_9_3_1_1,7.047570678793903e-08
0_9_3_1_2,0.0001200893858760158
0_9_3_1_3,0.0003828764698079061
0_9_3_2_0,0.001987814752998682
0_9_3_2_1,0.0001339652818905068
0_9_3_2_2,0.0008457068159414962
0_9_3_2_3,0.002229571937518938
0_9_3_3_0,0.00022114659508912988
0_9_3_3_1,4.811939433617877e-05
0_9_3_3_2,0.001958406850292886
0_9_3_3_3,0.003198893625414975
0_9_4_0_0,1.1278947737265785e-06
0_9_4_0_1,1.1401760982990612e-08
0_9_4_0_2,0.013273643581643978
0_9_4_0_3,0.007595817750665566
0_9_4_1_0,0.00012590578754833904
0_9_4_1_1,7.832214948153768e-09
0_9_4_1_2,9.205477480277219e-05
0_9_4_1_3,0.0003280603049887819
0_9_4_2_0,0.0023129447061667483
0_9_4_2_1,0.00015572871049754805
0_9_4_2_2,0.0009648552887788506
0_9_4_2_3,0.0019321158948580961
0_9_4_3_0,0.0002611785784156136
0_9_4_3_1,7.136612795637163e-05
0_9_4_3_2,0.0013451926654039356
0_9_4_3_3,0.003735313729100154
0_9_5_0_0,4.842691604418994e-09
0_9_5_0_1,3.3719413985179217e-25
0_9_5_0_2,0.005748724884791536
0_9_5_0_3,0.001977291260806874
0_9_5_1_0,4.778557050188454e-07
0_9_5_1_1,9.1157681056282e-09
0_9_5_1_2,0.00012311627153786293
0_9_5_1_3,0.0005146618030417531
0_9_5_2_0,0.0011908865155860688
0_9_5_2_1,9.1732955030543e-05
0_9_5_2_2,0.0009391394934714712
0_9_5_2_3,0.002227908246878027
0_9_5_3_0,0.0016713515730627556
0_9_5_3_1,0.000103986676070917
0_9_5_3_2,0.0019478948825551927
0_9_5_3_3,0.004362761201361348
0_9_6_0_0,4.728982661132171e-09
0_9_6_0_1,0.004317716252268646
0_9_6_0_2,0.015880187280357033
0_9_6_0_3,0.0014087463835762333
0_9_6_1_0,7.18140414131984e-05
0_9_6_1_1,8.286475687021502e-05
0_9_6_1_2,0.000560527156300526
0_9_6_1_3,0.0005127796101873393
0_9_6_2_0,0.002700716628054654
0_9_6_2_1,0.0005359941545717278
0_9_6_2_2,0.002433665879283028
0_9_6_2_3,0.004389017932178458
0_9_6_3_0,0.0010497356551179447
0_9_6_3_1,0.0005378747627482744
0_9_6_3_2,0.0007336075535743332
0_9_6_3_3,0.0035918052908744807
0_9_7_0_0,0.0001495134115484182
0_9_7_0_1,0.1100852770424586
0_9_7_0_2,0.07936231274829424
0_9_7_0_3,0.11743848205442195
0_9_7_1_0,0.03286493001741881
0_9_7_1_1,0.013467244084049916
0_9_7_1_2,0.02265916099430175
0_9_7_1_3,0.03196525562228981
0_9_7_2_0,0.033438791353383415
0_9_7_2_1,0.018555626451121306
0_9_7_2_2,0.011403785221456887
0_9_7_2_3,0.009857920116325516
0_9_7_3_0,0.05660705222304298
0_9_7_3_1,0.020559864920542653
0_9_7_3_2,0.033446186955399755
0_9_7_3_3,0.019902013377390986
0_9_8_0_0,0.845313721842167
0_9_8_0_1,0.7085794375843912
0_9_8_0_2,0.8312127590623682
0_9_8_0_3,0.9153757185527919
0_9_8_1_0,0.6259575352002941
0_9_8_1_1,0.542298977999098
0_9_8_1_2,0.7076873317122307
0_9_8_1_3,0.6931344079866308
0_9_8_2_0,0.537074352881666
0_9_8_2_1,0.6084877333587405
0_9_8_2_2,0.6953061749152207
0_9_8_2_3,0.5832968150081983
0_9_8_3_0,0.5596250184280535
0_9_8_3_1,0.5796544731028644
0_9_8_3_2,0.5871362368120011
0_9_8_3_3,0.5883538903158447
0_9_9_0_0,0.8244872418816572
0_9_9_0_1,0.6999999995317141
0_9_9_0_2,0.8692833402685607
0_9_9_0_3,0.9638753687659738
0_9_9_1_0,0.7862920302462328
0_9_9_1_1,0.8422851770427056
0_9_9_1_2,0.8366618068563634
0_9_9_1_3,0.7428846948495644
0_9_9_2_0,0.6384679050016713
0_9_9_2_1,0.8035215825855542
0_9_9_2_2,0.7828237813489326
0_9_9_2_3,0.6914723212435835
0_9_9_3_0,0.6970551497754666
0_9_9_3_1,0.6033641986787222
0_9_9_3_2,0.7443366691490594
0_9_9_3_3,0.7724352083640235
1_0_0_0_0,0.0
1_0_0_0_1,0.0
1_0_0_0_2,0.0
1_0_0_0_3,0.0
1_0_0_1_0,0.0
1_0_0_1_1,0.0
1_0_0_1_2,0.0
1_0_0_1_3,0.0
1_0_0_2_0,0.0
1_0_0_2_1,0.0
1_0_0_2_2,0.0
1_0_0_2_3,0.0
1_0_0_3_0,0.0
1_0_0_3_1,0.0
1_0_0_3_2,0.0
1_0_0_3_3,0.0
1_0_10_0_0,0.0
1_0_10_0_1,0.0
1_0_10_0_2,0.0
1_0_10_0_3,0.0
1_0_10_1_0,0.0
1_0_10_1_1,0.0
1_0_10_1_2,0.0
1_0_10_1_3,0.0
1_0_10_2_0,0.0
1_0_10_2_1,0.0
1_0_10_2_2,0.0
1_0_10_2_3,0.0
1_0_10_3_0,0.0
1_0_10_3_1,0.0
1_0_10_3_2,0.0
1_0_10_3_3,0.0
1_0_1_0_0,0.0
1_0_1_0_1,0.0
1_0_1_0_2,0.0
1_0_1_0_3,0.0
1_0_1_1_0,0.0
1_0_1_1_1,0.0
1_0_1_1_2,0.0
1_0_1_1_3,0.0
1_0_1_2_0,0.0
1_0_1_2_1,0.0
1_0_1_2_2,0.0
1_0_1_2_3,0.0
1_0_1_3_0,0.0
1_0_1_3_1,0.0
1_0_1_3_2,0.0
1_0_1_3_3,0.0
1_0_2_0_0,0.0
1_0_2_0_1,0.0
1_0_2_0_2,0.0
1_0_2_0_3,0.0
1_0_2_1_0,0.0
1_0_2_1_1,0.0
1_0_2_1_2,0.0
1_0_2_1_3,0.0
1_0_2_2_0,0.0
1_0_2_2_1,0.0
1_0_2_2_2,0.0
1_0_2_2_3,0.0
1_0_2_3_0,0.0
1_0_2_3_1,0.0
1_0_2_3_2,0.0
1_0_2_3_3,0.0
1_0_3_0_0,0.0
1_0_3_0_1,0.0
1_0_3_0_2,0.0
1_0_3_0_3,0.0
1_0_3_1_0,0.0
1_0_3_1_1,0.0
1_0_3_1_2,0.0
1_0_3_1_3,0.0
1_0_3_2_0,0.0
1_0_3_2_1,0.0
1_0_3_2_2,0.0
1_0_3_2_3,0.0
1_0_3_3_0,0.0
1_0_3_3_1,0.0
1_0_3_3_2,0.0
1_0_3_3_3,0.0
1_0_4_0_0,0.0
1_0_4_0_1,0.0
1_0_4_0_2,0.0
1_0_4_0_3,0.0
1_0_4_1_0,0.0
1_0_4_1_1,0.0
1_0_4_1_2,0.0
1_0_4_1_3,0.0
1_0_4_2_0,0.0
1_0_4_2_1,0.0
1_0_4_2_2,0.0
1_0_4_2_3,0.0
1_0_4_3_0,0.0
1_0_4_3_1,0.0
1_0_4_3_2,0.0
