model_name,steady_S,steady_Q,steady_L,steady_B
0_3_6_1_3,0.0,0.0,0.017149400525648676,0.9828505994743513
0_3_6_2_0,0.0,0.0,0.015377478327521638,0.9846225216724783
0_3_6_2_1,0.0,0.0,0.018858864266022315,0.9811411357339778
0_3_6_2_2,0.0,0.0,0.015786967680080376,0.9842130323199196
0_3_6_2_3,0.0,0.0,0.013928673927901631,0.9860713260720984
0_3_6_3_0,0.0,0.0,0.016977968458523444,0.9830220315414766
0_3_6_3_1,0.0,0.0,0.01781502392494061,0.9821849760750595
0_3_6_3_2,0.0,0.0,0.012932260779299124,0.9870677392207009
0_3_6_3_3,0.0,0.0,0.012896094877304826,0.9871039051226952
0_3_7_0_0,0.0,0.0,0.0,1.0
0_3_7_0_1,0.0,0.0,0.0,1.0
0_3_7_0_2,0.0,0.0,1.0,0.0
0_3_7_0_3,0.0,0.0,0.0,1.0
0_3_7_1_0,0.0,0.0,1.0,0.0
0_3_7_1_1,0.0,0.016360193740223895,0.016360193740223895,0.9672796125195523
0_3_7_1_2,0.0,0.0,0.007801271364830062,0.9921987286351699
0_3_7_1_3,0.0,0.0,0.01740468134372862,0.9825953186562714
0_3_7_2_0,0.0,0.0,1.0,0.0
0_3_7_2_1,0.0,0.0,1.0,0.0
0_3_7_2_2,0.0,0.0,0.015203808196757207,0.9847961918032427
0_3_7_2_3,0.0,0.0,0.013374567002105842,0.9866254329978942
0_3_7_3_0,0.0,0.0,0.017522711627262298,0.9824772883727377
0_3_7_3_1,0.0,0.0,0.015756601158556583,0.9842433988414435
0_3_7_3_2,0.0,0.0,0.011616227856290233,0.9883837721437098
0_3_7_3_3,0.0,0.0,0.012216724145789122,0.9877832758542109
0_3_8_0_0,0.0,0.0,0.0,1.0
0_3_8_0_1,0.0,0.0,0.0,1.0
0_3_8_0_2,0.0,0.0,1.0,0.0
0_3_8_0_3,0.0,0.0,0.0,1.0
0_3_8_1_0,0.0,0.0,1.0,0.0
0_3_8_1_1,0.0,0.016360193740223895,0.016360193740223895,0.9672796125195523
0_3_8_1_2,0.0,0.013059464518702402,0.0033225462495992996,0.9836179892316982
0_3_8_1_3,0.0006676740569880522,0.02323928616510483,0.00816702611968969,0.9679260136582174
0_3_8_2_0,0.0,0.0,1.0,0.0
0_3_8_2_1,0.00018340313163767397,0.022476169237347837,0.0023540589561799256,0.9749863686748346
0_3_8_2_2,0.0,0.004313576920495904,0.008924156810919563,0.9867622662685845
0_3_8_2_3,0.0,0.0007422311857098956,0.008514007909219568,0.9907437609050705
0_3_8_3_0,0.0007214372412681765,0.022336484557049265,0.029015312967385062,0.9479267652342975
0_3_8_3_1,0.0006883989806116511,0.02938811249310948,0.021647341923368875,0.94827614660291
0_3_8_3_2,0.0,0.0,0.007101521401050782,0.9928984785989492
0_3_8_3_3,0.0,0.0,0.009654606036930857,0.9903453939630691
0_3_9_0_0,0.0,0.0,0.0,1.0
0_3_9_0_1,0.0,0.0,0.0,1.0
0_3_9_0_2,0.0,0.0,1.0,0.0
0_3_9_0_3,0.0,0.0,0.0,1.0
0_3_9_1_0,0.0,0.0,1.0,0.0
0_3_9_1_1,0.0,0.018641767931340418,0.016193994678126804,0.9651642373905328
0_3_9_1_2,0.0,0.043282905724578186,0.0033239694648989357,0.9533931248105229
0_3_9_1_3,7.184142387574149e-05,0.015583448664136548,0.012229463824697025,0.9721152460872907
0_3_9_2_0,0.0,0.04787621300464413,0.00967589779505228,0.9424478892003036
0_3_9_2_1,6.64322417325769e-05,0.02846565469001865,0.01353226733659076,0.9579356457316581
0_3_9_2_2,0.0,0.0,0.009000708536098462,0.9909992914639015
0_3_9_2_3,0.0,0.0,0.008590050432577165,0.9914099495674228
0_3_9_3_0,0.00039652446204931037,0.016413431464099203,0.03156657027513072,0.9516234737987208
0_3_9_3_1,0.0001774866585463563,0.014529866894566711,0.05100313801935965,0.9342895084275273
0_3_9_3_2,0.0,0.0,0.0071336439068053195,0.9928663560931947
0_3_9_3_3,0.0,0.0,1.0,0.0
0_4_0_0_0,0.0,0.0,0.0,1.0
0_4_0_0_1,0.0,0.0,0.0,1.0
0_4_0_0_2,0.0,0.0,0.027661434655245717,0.9723385653447544
0_4_0_0_3,0.0,0.022327820522065053,0.022327820522065053,0.9553443589558699
0_4_0_1_0,0.0,0.018567538543601086,0.01856753854360109,0.9628649229127979
0_4_0_1_1,0.0,0.0,0.026337667797244738,0.9736623322027553
0_4_0_1_2,0.0,0.0,0.0180256968664674,0.9819743031335326
0_4_0_1_3,0.0,0.0,0.029342490768067886,0.9706575092319322
0_4_0_2_0,0.0,0.0,0.019848361804347806,0.9801516381956522
0_4_0_2_1,0.0,0.0,0.03083580210336317,0.9691641978966369
0_4_0_2_2,0.0,0.0,0.02906568386330243,0.9709343161366977
0_4_0_2_3,0.0,0.0,0.028714592209902474,0.9712854077900975
0_4_0_3_0,0.0,0.0,0.028026201841583283,0.9719737981584167
0_4_0_3_1,0.0,0.0,0.031064215631013338,0.9689357843689866
0_4_0_3_2,0.0,0.0,0.02496966728686372,0.9750303327131363
0_4_0_3_3,0.0,0.0,0.023924057512190143,0.9760759424878099
0_4_10_0_0,0.0,0.0,0.0,1.0
0_4_10_0_1,0.0,0.0,0.0,1.0
0_4_10_0_2,0.0,0.06666666666666661,0.0,0.9333333333333335
0_4_10_0_3,1.0057031024542399e-05,0.004031421457678874,0.1034376683573141,0.8925208531539826
0_4_10_1_0,0.0022414625202099043,0.022099049269669678,0.10134906124982362,0.8743104269602967
0_4_10_1_1,0.0022876898760463976,0.026404979052387537,0.0725959815260016,0.8987113495455645
0_4_10_1_2,0.0,0.0,0.0,1.0
0_4_10_1_3,0.0018031843172279134,0.03943080217276711,0.13409808665472184,0.8246679268552831
0_4_10_2_0,0.0,0.0763277143230207,0.011683131407629478,0.9119891542693499
0_4_10_2_1,0.000433035993986188,0.04905391485598857,0.13619547428668338,0.8143175748633419
0_4_10_2_2,0.0,0.0,0.017004213391488488,0.9829957866085115
0_4_10_2_3,0.0004779420525520099,0.057270291907235024,0.06784723641871734,0.8744045296214956
0_4_10_3_0,8.504051770395933e-07,0.03402865470478598,0.0698634571903749,0.8961070376996622
0_4_10_3_1,0.0,0.04377396253617265,0.08006062219196843,0.8761654152718589
0_4_10_3_2,0.0009661952486369763,0.043383779132401865,0.0795297735167952,0.8761202521021659
0_4_10_3_3,0.0003024440308110791,0.04621630299604685,0.09921841949343371,0.8542628334797084
0_4_1_0_0,0.0,0.0,0.0,1.0
0_4_1_0_1,0.0,0.0,0.0,1.0
0_4_1_0_2,0.0,0.0,0.027661434655245717,0.9723385653447544
0_4_1_0_3,0.0,0.022327820522065053,0.022327820522065053,0.9553443589558699
0_4_1_1_0,0.0,0.018567538543601086,0.01856753854360109,0.9628649229127979
0_4_1_1_1,0.0,0.0,0.02631536904026275,0.9736846309597372
0_4_1_1_2,0.0,0.0,0.0180256968664674,0.9819743031335326
0_4_1_1_3,0.0,0.0,0.029622203970872032,0.970377796029128
0_4_1_2_0,0.0,0.0,0.019766321273826114,0.980233678726174
0_4_1_2_1,0.0,0.0,0.030575071243925882,0.9694249287560741
0_4_1_2_2,0.0,0.0,0.029158758874543576,0.9708412411254564
0_4_1_2_3,0.0,0.0,0.028224010157826412,0.9717759898421736
0_4_1_3_0,0.0,0.0,0.028637722945966886,0.9713622770540331
0_4_1_3_1,0.0,0.0,0.03075033389023356,0.9692496661097665
0_4_1_3_2,0.0,0.0,0.025170540905922217,0.9748294590940778
0_4_1_3_3,0.0,0.0,0.02379902172384976,0.9762009782761503
0_4_2_0_0,0.0,0.0,0.0,1.0
0_4_2_0_1,0.0,0.0,0.0,1.0
0_4_2_0_2,0.0,0.0,0.027661434655245717,0.9723385653447544
0_4_2_0_3,0.0,0.022327820522065053,0.022327820522065053,0.9553443589558699
0_4_2_1_0,0.0,0.018567538543601086,0.01856753854360109,0.9628649229127979
0_4_2_1_1,0.0,0.0,0.02631536904026275,0.9736846309597372
0_4_2_1_2,0.0,0.0,0.0180256968664674,0.9819743031335326
0_4_2_1_3,0.0,0.0,0.02963605687738084,0.9703639431226192
0_4_2_2_0,0.0,0.0,0.019766321273826114,0.980233678726174
0_4_2_2_1,0.0,0.0,0.030243317867014445,0.9697566821329856
0_4_2_2_2,0.0,0.0,0.028924865236156998,0.971075134763843
0_4_2_2_3,0.0,0.0,0.028044963942620578,0.9719550360573794
0_4_2_3_0,0.0,0.0,0.027678907227022355,0.9723210927729776
0_4_2_3_1,0.0,0.0,0.030592220344429374,0.9694077796555707
0_4_2_3_2,0.0,0.0,0.024803420273029876,0.9751965797269702
0_4_2_3_3,0.0,0.0,0.023538388562989218,0.9764616114370108
0_4_3_0_0,0.0,0.0,0.0,1.0
0_4_3_0_1,0.0,0.0,0.0,1.0
0_4_3_0_2,0.0,0.0,0.027661434655245717,0.9723385653447544
0_4_3_0_3,0.0,0.022327820522065053,0.022327820522065053,0.9553443589558699
0_4_3_1_0,0.0,0.018567538543601086,0.01856753854360109,0.9628649229127979
0_4_3_1_1,0.0,0.0,0.025751260228179418,0.9742487397718206
0_4_3_1_2,0.0,0.0,0.0180256968664674,0.9819743031335326
0_4_3_1_3,0.0,0.0,0.028721450316667486,0.9712785496833325
0_4_3_2_0,0.0,0.0,0.021799131783373497,0.9782008682166266
0_4_3_2_1,0.0,0.0,0.029584571202840384,0.9704154287971596
0_4_3_2_2,0.0,0.0,0.028168924049610765,0.9718310759503893
0_4_3_2_3,0.0,0.0,0.027759898484793308,0.9722401015152067
0_4_3_3_0,0.0,0.0,0.0302754767793068,0.9697245232206932
0_4_3_3_1,0.0,0.0,0.031226859738665194,0.9687731402613348
0_4_3_3_2,0.0,0.0,0.024439285978659377,0.9755607140213407
0_4_3_3_3,0.0,0.0,0.023349303325632318,0.9766506966743678
0_4_4_0_0,0.0,0.0,0.0,1.0
0_4_4_0_1,0.0,0.0,0.0,1.0
0_4_4_0_2,0.0,0.0,0.027661434655245717,0.9723385653447544
0_4_4_0_3,0.0,0.022327820522065053,0.022327820522065053,0.9553443589558699
0_4_4_1_0,0.0,0.018567538543601086,0.01856753854360109,0.9628649229127979
0_4_4_1_1,0.0,0.0,0.025573010102518653,0.9744269898974813
0_4_4_1_2,0.0,0.0,0.018346157243074847,0.9816538427569251
0_4_4_1_3,0.0,0.0,0.027943328644645715,0.9720566713553543
0_4_4_2_0,0.0,0.0,0.022411357590911674,0.9775886424090884
0_4_4_2_1,0.0,0.0,0.028292903391584627,0.9717070966084154
0_4_4_2_2,0.0,0.0,0.028339125535438187,0.9716608744645618
0_4_4_2_3,0.0,0.0,0.026978497257766236,0.9730215027422338
0_4_4_3_0,0.0,0.0,0.026976868936123582,0.9730231310638764
0_4_4_3_1,0.0,0.0,0.029184001188208335,0.9708159988117917
0_4_4_3_2,0.0,0.0,0.0239921874036039,0.9760078125963961
0_4_4_3_3,0.0,0.0,0.023412560599952125,0.9765874394000479
0_4_5_0_0,0.0,0.0,0.0,1.0
0_4_5_0_1,0.0,0.0,0.0,1.0
0_4_5_0_2,0.0,0.0,0.026290357067457415,0.9737096429325425
0_4_5_0_3,0.0,0.019485603892708155,0.019485603892708155,0.9610287922145837
0_4_5_1_0,0.0,0.0,0.028686773835130745,0.9713132261648693
0_4_5_1_1,0.0,0.0,0.025132357347123675,0.9748676426528764
0_4_5_1_2,0.0,0.0,0.019069471546824857,0.9809305284531752
0_4_5_1_3,0.0,0.0,0.02866223540080376,0.9713377645991963
0_4_5_2_0,0.0,0.0,0.021137544525781267,0.9788624554742188
0_4_5_2_1,0.0,0.0,0.029651335978416703,0.9703486640215833
0_4_5_2_2,0.0,0.0,0.02791397052354235,0.9720860294764577
0_4_5_2_3,0.0,0.0,0.027086947219483494,0.9729130527805165
0_4_5_3_0,0.0,0.0,0.027742067498309292,0.9722579325016907
0_4_5_3_1,0.0,0.0,0.028296198820319796,0.9717038011796802
0_4_5_3_2,0.0,0.0,0.024090091076808894,0.9759099089231912
0_4_5_3_3,0.0,0.0,0.022627474407668983,0.9773725255923311
0_4_6_0_0,0.0,0.0,0.0,1.0
0_4_6_0_1,0.0,0.0,0.0,1.0
0_4_6_0_2,0.0,0.0,1.0,0.0
0_4_6_0_3,0.0,0.016664226333322135,0.01666422633332213,0.9666715473333558
0_4_6_1_0,0.0,0.0,0.028686773835130745,0.9713132261648693
0_4_6_1_1,0.0,0.0,0.025801782461280218,0.9741982175387198
0_4_6_1_2,0.0,0.0,0.01931683976584673,0.9806831602341533
0_4_6_1_3,0.0,0.0,0.02792133822102507,0.972078661778975
0_4_6_2_0,0.0,0.0,0.021523545873606505,0.9784764541263935
0_4_6_2_1,0.0,0.0,1.0,0.0
0_4_6_2_2,0.0,0.0,0.02671845945272618,0.9732815405472739
0_4_6_2_3,0.0,0.0,0.025731349481607175,0.9742686505183928
0_4_6_3_0,0.0,0.0,1.0,0.0
0_4_6_3_1,0.0,0.0,1.0,0.0
0_4_6_3_2,0.0,0.0,0.021861537136511452,0.9781384628634886
0_4_6_3_3,0.0,0.0,0.02174587635961901,0.978254123640381
0_4_7_0_0,0.0,0.0,0.0,1.0
0_4_7_0_1,0.0,0.0,0.0,1.0
0_4_7_0_2,0.0,0.0,1.0,0.0
0_4_7_0_3,0.0,0.00424107286879163,0.004241072868791628,0.9915178542624168
0_4_7_1_0,0.0,0.0,0.026370707106551077,0.973629292893449
0_4_7_1_1,0.0,0.0,1.0,0.0
0_4_7_1_2,0.0,0.0,0.015300561358561636,0.9846994386414384
0_4_7_1_3,0.0,0.0,1.0,0.0
0_4_7_2_0,0.0,0.0,1.0,0.0
0_4_7_2_1,0.0,0.0,1.0,0.0
0_4_7_2_2,0.0,0.0,1.0,0.0
0_4_7_2_3,0.0,0.0,1.0,0.0
0_4_7_3_0,0.002890516754179187,0.014330299179387444,0.00552431876769645,0.977254865298737
0_4_7_3_1,0.0,0.0,1.0,0.0
0_4_7_3_2,0.0,0.0,1.0,0.0
0_4_7_3_3,0.0,0.0,0.01871447676335273,0.9812855232366473
0_4_8_0_0,0.0,0.0,0.0,1.0
0_4_8_0_1,0.0,0.0,0.0,1.0
0_4_8_0_2,0.0,0.06666666666666661,0.0,0.9333333333333335
0_4_8_0_3,0.003677298036686623,0.036504158670128864,0.06119982249225868,0.8986187208009259
0_4_8_1_0,0.0,0.0,0.017861490729399198,0.9821385092706009
0_4_8_1_1,0.0,0.0,1.0,0.0
0_4_8_1_2,0.0007275843304129764,0.044270630408223696,0.00343889828904264,0.9515628869723207
0_4_8_1_3,0.002950637165409008,0.03470955787845496,0.005898886324418985,0.9564409186317171
0_4_8_2_0,0.0,0.0,1.0,0.0
0_4_8_2_1,0.0001668416014334571,0.03146988656393516,0.20608424827387606,0.7622790235607554
0_4_8_2_2,0.0,0.0,1.0,0.0
0_4_8_2_3,0.002686789268369853,0.03963050456931529,0.084969350563099,0.8727133555992158
0_4_8_3_0,0.0006628832330858929,0.02511438889185629,0.06570286256136443,0.9085198653136934
0_4_8_3_1,0.003918805111065059,0.04055580721643444,0.055288950063230244,0.9002364376092703
0_4_8_3_2,0.0,0.0,1.0,0.0
0_4_8_3_3,0.0002767682156879441,0.016214513804931354,0.05686686690565254,0.9266418510737282
0_4_9_0_0,0.0,0.0,0.0,1.0
0_4_9_0_1,0.0,0.0,0.0,1.0
0_4_9_0_2,0.0,0.06666666666666661,0.0,0.9333333333333335
0_4_9_0_3,1.1231123585556395e-05,0.007736340028481408,0.09832402219183559,0.8939284066560975
0_4_9_1_0,0.002663433656179082,0.024485635669826946,0.09999376063855071,0.8728571700354433
0_4_9_1_1,0.004373185177752349,0.027295959325107293,0.0713967305574006,0.8969341249397398
0_4_9_1_2,0.0,0.0,0.0,1.0
0_4_9_1_3,6.69215208179841e-05,0.03519801430618171,0.050549083836410776,0.9141859803365895
0_4_9_2_0,0.0,0.0763277143230207,0.011683131407629478,0.9119891542693499
0_4_9_2_1,0.00298904649100398,0.051411555092663166,0.1396908180759484,0.8059085803403844
0_4_9_2_2,0.0,0.0,0.01701861096593478,0.9829813890340653
0_4_9_2_3,0.00013945575325683722,0.04196254530704585,0.06865780583595056,0.8892401931037467
0_4_9_3_0,5.218106893695278e-05,0.03446873132506867,0.07511518062908117,0.8903639069769133
0_4_9_3_1,0.0,0.041093298832137644,0.08123053078815494,0.8776761703797075
0_4_9_3_2,7.350973274932017e-05,0.017550444425698357,0.07589263325641472,0.9064834125851376
0_4_9_3_3,0.0006239562489472875,0.0383092270239091,0.12143914053595282,0.8396276761911908
0_5_0_0_0,0.0,0.0,0.0,1.0
0_5_0_0_1,0.0,0.0,0.0,1.0
0_5_0_0_2,0.0,0.0,0.026982483645246358,0.9730175163547535
0_5_0_0_3,0.0,0.02817146335664337,0.02817146335664337,0.9436570732867132
0_5_0_1_0,0.0,0.0,0.03693966421450659,0.9630603357854934
0_5_0_1_1,0.0,0.0,0.03552759749612496,0.964472402503875
0_5_0_1_2,0.0,0.0,0.03588529347807851,0.9641147065219215
0_5_0_1_3,0.0,0.0,0.0387863523367111,0.9612136476632889
0_5_0_2_0,0.0,0.0,0.03169400901807238,0.9683059909819276
0_5_0_2_1,0.0,0.0,0.03649568878275579,0.9635043112172441
0_5_0_2_2,0.0,0.0,0.03736222333903838,0.9626377766609617
0_5_0_2_3,0.0,0.0,0.037501104571550474,0.9624988954284496
0_5_0_3_0,0.0,0.0,0.035477143397017755,0.9645228566029822
0_5_0_3_1,0.0,0.0,0.03999107343960016,0.9600089265603999
0_5_0_3_2,0.0,0.0,0.03711659085641272,0.9628834091435873
0_5_0_3_3,0.0,0.0,0.03725610562195061,0.9627438943780494
0_5_10_0_0,0.0,0.0,0.0,1.0
0_5_10_0_1,0.0,0.0,0.0,1.0
0_5_10_0_2,0.0,0.06666666666666661,0.0,0.9333333333333335
0_5_10_0_3,5.922276988895795e-06,0.004337241734073134,0.16992877394250577,0.8257280620464322
0_5_10_1_0,0.0020803223569835216,0.04114531236554107,0.2034491911525851,0.7533251741248903
0_5_10_1_1,0.009538208362492239,0.032004987510854975,0.38760396343347975,0.5708528406931731
0_5_10_1_2,0.003225700638797689,0.0490424553634907,0.22909911011199205,0.7186327338857196
0_5_10_1_3,0.009258742474885154,0.05716362589288304,0.5050166038250504,0.4285610278071814
0_5_10_2_0,0.0,0.06915979188572831,0.0848811972927072,0.8459590108215645
0_5_10_2_1,0.0002326380379575093,0.05912464383969949,0.13130371722936854,0.8093390008929745
0_5_10_2_2,0.0031556528862688427,0.09086132140222482,0.1556507847218941,0.7503322409896124
0_5_10_2_3,0.0014756722272952997,0.05765793275848545,0.139727233681074,0.8011391613331452
0_5_10_3_0,0.0,0.04374223944417182,0.11257897154015925,0.843678789015669
0_5_10_3_1,0.0,0.05719432557975905,0.21232012295721508,0.7304855514630259
0_5_10_3_2,0.0004761568193800732,0.05013315203344118,0.18786102985117656,0.7615296612960023
0_5_10_3_3,0.00353748314602662,0.05624011327074569,0.22573542683839787,0.7144869767448299
0_5_1_0_0,0.0,0.0,0.0,1.0
0_5_1_0_1,0.0,0.0,0.0,1.0
0_5_1_0_2,0.0,0.0,0.026982483645246358,0.9730175163547535
0_5_1_0_3,0.0,0.02817146335664337,0.02817146335664337,0.9436570732867132
0_5_1_1_0,0.0,0.0,0.04075347203960243,0.9592465279603976
0_5_1_1_1,0.0,0.0,0.0367893014526886,0.9632106985473115
0_5_1_1_2,0.0,0.0,0.035746902544150666,0.9642530974558493
0_5_1_1_3,0.0,0.0,0.0376643877742535,0.9623356122257465
0_5_1_2_0,0.0,0.0,0.033842814700877584,0.9661571852991224
0_5_1_2_1,0.0,0.0,0.03487584301333228,0.9651241569866678
0_5_1_2_2,0.0,0.0,0.0364644519660062,0.9635355480339939
0_5_1_2_3,0.0,0.0,0.03577783436682641,0.9642221656331735
0_5_1_3_0,0.0,0.0,0.0356014890055399,0.9643985109944601
0_5_1_3_1,0.0,0.0,0.03723312502669884,0.9627668749733013
0_5_1_3_2,0.0,0.0,0.03568613791770942,0.9643138620822906
0_5_1_3_3,0.0,0.0,0.036274637003056026,0.963725362996944
0_5_2_0_0,0.0,0.0,0.0,1.0
0_5_2_0_1,0.0,0.0,0.0,1.0
0_5_2_0_2,0.0,0.0,0.026982483645246358,0.9730175163547535
0_5_2_0_3,0.0,0.02817146335664337,0.02817146335664337,0.9436570732867132
0_5_2_1_0,0.0,0.0,0.04075347203960243,0.9592465279603976
0_5_2_1_1,0.0,0.0,0.03584765207822399,0.964152347921776
0_5_2_1_2,0.0,0.0,0.035210695223527426,0.9647893047764726
0_5_2_1_3,0.0,0.0,0.035554580369180376,0.9644454196308196
0_5_2_2_0,0.0,0.0,0.03230651392153211,0.967693486078468
0_5_2_2_1,0.0,0.0,0.03214363358853271,0.9678563664114673
0_5_2_2_2,0.0,0.0,0.03514495824839986,0.9648550417516002
0_5_2_2_3,0.0,0.0,0.035039224501904866,0.9649607754980951
0_5_2_3_0,0.0,0.0,0.033999541247416415,0.9660004587525836
0_5_2_3_1,0.0,0.0,0.03440947577214199,0.9655905242278581
0_5_2_3_2,0.0,0.0,0.03476697675650406,0.965233023243496
0_5_2_3_3,0.0,0.0,0.03565641123299132,0.9643435887670087
0_5_3_0_0,0.0,0.0,0.0,1.0
0_5_3_0_1,0.0,0.0,0.0,1.0
0_5_3_0_2,0.0,0.0,0.026982483645246358,0.9730175163547535
0_5_3_0_3,0.0,0.02817146335664337,0.02817146335664337,0.9436570732867132
0_5_3_1_0,0.0,0.0,0.03347564443010276,0.9665243555698972
0_5_3_1_1,0.0,0.0,0.03507487011176252,0.9649251298882375
0_5_3_1_2,0.0,0.0,0.03472856303740637,0.9652714369625937
0_5_3_1_3,0.0,0.0,0.03575984204250439,0.9642401579574956
0_5_3_2_0,0.0,0.0,0.029629611731441085,0.9703703882685589
0_5_3_2_1,0.0,0.0,0.02581996306608221,0.9741800369339179
0_5_3_2_2,0.0,0.0,0.034659101003161344,0.9653408989968387
0_5_3_2_3,0.0,0.0,0.03519166021147707,0.964808339788523
0_5_3_3_0,0.0,0.0,0.03337945295521983,0.9666205470447802
0_5_3_3_1,0.0,0.0,0.030582289355647194,0.9694177106443529
0_5_3_3_2,0.0,0.0,0.03333557980326214,0.9666644201967378
0_5_3_3_3,0.0,0.0,0.033441355012539115,0.9665586449874609
0_5_4_0_0,0.0,0.0,0.0,1.0
0_5_4_0_1,0.0,0.0,0.0,1.0
0_5_4_0_2,0.0,0.0,0.026982483645246358,0.9730175163547535
0_5_4_0_3,0.0,0.02817146335664337,0.02817146335664337,0.9436570732867132
0_5_4_1_0,0.0,0.0,0.027528752478819002,0.972471247521181
0_5_4_1_1,0.0,0.0,0.033879016924067896,0.9661209830759321
0_5_4_1_2,0.0,0.0,0.03321929072859945,0.9667807092714006
0_5_4_1_3,0.0,0.0,0.03163523148139445,0.9683647685186055
0_5_4_2_0,0.0,0.0,0.030673568132985926,0.9693264318670141
0_5_4_2_1,0.0,0.0,0.02354078161769932,0.9764592183823008
0_5_4_2_2,0.0,0.0,0.03421468316902198,0.965785316830978
0_5_4_2_3,0.0,0.0,0.03303016819137537,0.9669698318086246
0_5_4_3_0,0.0,0.0,0.033037796554954445,0.9669622034450456
0_5_4_3_1,0.0,0.0,0.02893735980146731,0.9710626401985327
0_5_4_3_2,0.0,0.0,0.031421685408854504,0.9685783145911455
0_5_4_3_3,0.0,0.0,0.02962527913869744,0.9703747208613026
0_5_5_0_0,0.0,0.0,0.0,1.0
0_5_5_0_1,0.0,0.0,0.0,1.0
0_5_5_0_2,0.0,0.0,0.026713229021175205,0.9732867709788249
0_5_5_0_3,0.0,0.02399265357902258,0.02399265357902258,0.9520146928419548
0_5_5_1_0,0.0,0.0,1.0,0.0
0_5_5_1_1,0.0,0.0,0.03166800266444643,0.9683319973355535
0_5_5_1_2,0.0,0.0,0.03171914367602608,0.9682808563239739
0_5_5_1_3,0.0,0.0,1.0,0.0
0_5_5_2_0,0.0,0.0,0.030533354887056944,0.969466645112943
0_5_5_2_1,0.0,0.0,1.0,0.0
0_5_5_2_2,0.0,0.0,0.030144668617578183,0.9698553313824219
0_5_5_2_3,0.0,0.0,0.02950298056566135,0.9704970194343386
0_5_5_3_0,0.0,0.0,0.025774301350429008,0.974225698649571
0_5_5_3_1,6.188491648850507e-05,0.000167594521509123,0.004157721282991997,0.9956127992790104
0_5_5_3_2,0.0,0.0,0.028631470948372012,0.9713685290516281
0_5_5_3_3,0.0,0.0,0.028216455507190683,0.9717835444928093
0_5_6_0_0,0.0,0.0,0.0,1.0
0_5_6_0_1,0.0,0.0,0.0,1.0
0_5_6_0_2,0.0,0.0,1.0,0.0
0_5_6_0_3,0.0,0.016692364327758315,0.016692364327758318,0.9666152713444833
0_5_6_1_0,0.0,0.0,0.018231422687915902,0.9817685773120841
0_5_6_1_1,0.0,0.0,0.03270443832220776,0.9672955616777923
0_5_6_1_2,0.0,0.0,1.0,0.0
0_5_6_1_3,0.0,0.0,1.0,0.0
0_5_6_2_0,0.0,0.0,1.0,0.0
0_5_6_2_1,0.0,0.0,1.0,0.0
0_5_6_2_2,0.0,0.0,1.0,0.0
0_5_6_2_3,0.0,0.0,1.0,0.0
0_5_6_3_0,0.0,0.0,1.0,0.0
0_5_6_3_1,0.0019590608243367324,0.0033705202692596104,0.013772590928633007,0.9808978279777707
0_5_6_3_2,0.0,0.0,1.0,0.0
0_5_6_3_3,0.0,0.0,1.0,0.0
0_5_7_0_0,0.0,0.0,0.0,1.0
0_5_7_0_1,0.0,0.0,0.0,1.0
0_5_7_0_2,0.0,0.0,1.0,0.0
0_5_7_0_3,0.0,0.5000000000000002,0.49999999999999983,0.0
0_5_7_1_0,0.0,0.0,1.0,0.0
0_5_7_1_1,0.0,0.0,1.0,0.0
0_5_7_1_2,0.0,0.0,1.0,0.0
0_5_7_1_3,0.006003446445401232,0.01151430947998886,0.00776364497133387,0.9747185991032761
0_5_7_2_0,0.0,0.0,1.0,0.0
0_5_7_2_1,0.0,0.0,1.0,0.0
0_5_7_2_2,0.0,0.0,1.0,0.0
0_5_7_2_3,0.0,0.0,1.0,0.0
0_5_7_3_0,0.0,0.0,1.0,0.0
0_5_7_3_1,0.012069310766585488,0.0132022368283479,0.01787888053579773,0.9568495718692689
0_5_7_3_2,0.0,0.0,1.0,0.0
0_5_7_3_3,0.0018122051589210225,0.009420816629732279,0.01973273040112696,0.9690342478102197
0_5_8_0_0,0.0,0.0,0.0,1.0
0_5_8_0_1,0.0,0.0,0.0,1.0
0_5_8_0_2,0.0,0.06666666666666661,0.0,0.9333333333333335
0_5_8_0_3,8.790267475794584e-06,0.034995321332920076,0.06822772100554395,0.8967681673940602
0_5_8_1_0,0.005360444200619871,0.06198993217780119,0.16055429928302806,0.772095324338551
0_5_8_1_1,0.0065424190740250646,0.026002250413730783,0.054945693531769285,0.9125096369804749
0_5_8_1_2,0.000558398403780635,0.0401464087553514,0.012804172382246981,0.946491020458621
0_5_8_1_3,0.016169325402348493,0.060310877834002116,0.10523983035913191,0.8182799664045175
0_5_8_2_0,0.00850658093929348,0.09190984673572762,0.02160721237554552,0.8779763599494335
0_5_8_2_1,0.0028693791407518837,0.05577907143837034,0.0828998249919345,0.8584517244289432
0_5_8_2_2,0.014882085029524067,0.073528636445589,0.040550208745060407,0.8710390697798266
0_5_8_2_3,0.005071803052769182,0.06281394780466105,0.0636415061176334,0.8684727430249364
0_5_8_3_0,0.004751480392478897,0.05074374048744664,0.07647708464566975,0.8680276944744048
0_5_8_3_1,0.0024811458524781156,0.04865738288690664,0.2294418001662574,0.7194196710943579
0_5_8_3_2,0.01400409726519535,0.0669735415812234,0.08455900373085573,0.8344633574227255
0_5_8_3_3,0.007275759001615403,0.06248463764004572,0.0634488825464052,0.8667907208119336
